groupItemTitle,outcomes,outcomePrices,volumeNum,volumeClob,enableOrderBook,active,clobTokenIds,event_ticker,event_title,event_description,event_volume,event_country,event_electionType,event_commentCount,correct_outcome,yes_token_id,closing_price,price_2days_prior,pre_election_vwap_48h,price_volatility,price_range,final_week_momentum,price_fluctuations,last_trade_price,prediction_error,prediction_confidence,market_duration_days,trading_frequency,buy_sell_ratio,trading_continuity,late_stage_participation,volume_acceleration,unique_traders_count,trader_to_trade_ratio,two_way_traders_ratio,trader_concentration,new_trader_influx,comment_per_vol,comment_per_trader,actual_outcome,brier_score,log_loss,prediction_correct
"D Presidency, R Popular Vote","[""Yes"", ""No""]","[""0"", ""1""]",17751068.9,17751068.9,True,True,"[""86476515438957907056315993820068995378660426416045749849962015285013351695183"", ""83494440765400389893993921944624001569626254294075627699017957553845440459741""]",which-party-wins-presidency-popular-vote,Who wins Presidency + Popular Vote?,This is a market on predicting which political party will win both the presidential election and the popular vote in the upcoming election.,83193815.4, United States, Electoral College,882.0,No,8.65e+76,0.028,0.023,0.02623733,0.096491006,0.012,-0.005,0.0,0.024,0.028,0.944,173.0,211.3179191,1.415620457,0.878612717,0.254800591,6.297214602,8752.0,4.177102377,0.737545704,1.440970513,0.262682815,4.97E-05,0.100776965,0,0.000784,0.028399475,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",16641464.21,16641464.21,True,True,"[""105188262404483697509467695252326324791411917773657147371863257988735030760167"", ""90045870183517702980104220495202846998800071123944874722260068936208046029630""]",which-party-wins-presidency-popular-vote,Who wins Presidency + Popular Vote?,This is a market on predicting which political party will win both the presidential election and the popular vote in the upcoming election.,83193815.4, United States, Electoral College,882.0,No,1.05e+77,0.001,0.001,0.001,4.34e-16,0.0,0.0,0.0,0.001,0.001,0.998,173.0,198.1849711,1.165340407,0.878612717,0.017324856,0.428171432,8571.0,4.000233345,0.81285731,1.339030508,0.025784623,5.30E-05,0.102905145,0,1e-06,0.0010005,1.0
Elizabeth Warren,"[""Yes"", ""No""]","[""0"", ""1""]",16590051.98,16590051.98,True,True,"[""61778454612491653917739243541510373580337930868767431829321697756805908476025"", ""58596343708483625947256357187672636245981434001720252208361467961500017395746""]",democratic-nominee-2024,Democratic Nominee 2024,This is a market on who will be the Democratic nominee for the 2024 presidential election.,327866173.2, United States, Presidential Primary,3104.0,No,6.18e+76,0.001,0.001,0.0269352465,0.170871727,0.015,0.0,0.0,0.001,0.001,0.998,218.0,35.90366972,0.953819271,0.564220183,0.0,4.000694449,1926.0,4.063862928,0.533229491,1.456113453,0.0,0.0001871,1.611630322,0,1e-06,0.0010005,1.0
SPD,"[""Yes"", ""No""]","[""0"", ""1""]",15970450.9,15970450.9,True,True,"[""60621220364316601522483500784185600361142293611083331818948694084273843783683"", ""43934685970966035557326373319083532698390426244121872754748142363079406937313""]",germany-parliamentary-election,Germany Parliamentary Election Winner,This is a market on the outcomes and results of the upcoming Germany Parliamentary Election.,134617984.5, Germany, Parliamentary,3252.0,No,6.06e+76,0.001,0.001,0.001700819,0.335065466,0.002,0.0,0.0,0.001,0.001,0.998,68.0,310.2647059,1.48767834,1.044117647,0.159114608,1.545684764,5413.0,3.897653796,0.554036579,1.572755711,0.188619989,0.000203626,0.60077591,0,1e-06,0.0010005,1.0
Republicans win both,"[""Yes"", ""No""]","[""1"", ""0""]",15286458.17,15286458.17,True,True,"[""67648321332889562720702742465853245863647268672651902649177972067583993370930"", ""92848768921367210485187039202894189254214421377536495082521089096497548879926""]",which-party-wins-presidency-popular-vote,Who wins Presidency + Popular Vote?,This is a market on predicting which political party will win both the presidential election and the popular vote in the upcoming election.,83193815.4, United States, Electoral College,882.0,Yes,6.759999999999999e+76,0.24,0.259999993,0.267974384,0.186768711,0.209999993,-0.16,0.0,0.26,0.76,0.52,174.0,103.4482759,2.031644504,0.954022989,0.285,7.084285714,3694.0,4.872766649,0.168651868,1.600722222,0.293719545,5.77E-05,0.238765566,1,0.5776,1.427116356,0.0
Marina Helena (NOVO),"[""Yes"", ""No""]","[""0"", ""1""]",14849907.39,14849907.39,True,True,"[""115068314886642505222140615051553448656048255289577536534219563260561665852955"", ""115407097103405167855958276611739698583819680754389798356022053116559215075966""]",so-paulo-mayoral-election-2024,São Paulo mayoral election 2024,"This is a negrisk market group over which candidate will win the 2024 São Paulo mayoral election, scheduled for October 6, 2024. If required, a runoff will be held on October 27, 2024.",41575007.39, Brazil, Mayoral,429.0,No,1.15e+77,0.002,0.002,0.001003798,0.408196141,0.006,0.0,0.0,0.001,0.002,0.996,37.0,86.94594595,1.172180959,1.0,0.673608952,3.560504463,701.0,4.589158345,0.115549215,1.217283183,0.634807418,2.89E-05,0.611982882,0,4e-06,0.002002003,1.0
Democrats win both,"[""Yes"", ""No""]","[""0"", ""1""]",14756382.2,14756382.2,True,True,"[""33573631646975967490303296373773410479817269960942179527425708594960263761938"", ""1245455071836736418858894114937610717733912531531312145552158827133486397267""]",which-party-wins-presidency-popular-vote,Who wins Presidency + Popular Vote?,This is a market on predicting which political party will win both the presidential election and the popular vote in the upcoming election.,83193815.4, United States, Electoral College,882.0,No,3.36e+76,0.42,0.43,0.423684421,0.120517731,0.16,0.05,0.0,0.36,0.42,0.16,174.0,329.8908046,1.325527691,0.959770115,0.359680145,8.940620746,14586.0,3.935348965,0.621966269,1.352432884,0.391676951,5.98E-05,0.060468943,0,0.1764,0.544727175,1.0
Elizabeth Warren,"[""Yes"", ""No""]","[""0"", ""1""]",14714813.73,14714813.73,True,True,"[""6025348680810459235592257487856478394037580571221769223427710907585587056389"", ""107318000224273619864067221410763312524005905734038928942085943518009422698801""]",presidential-election-winner-2024,Presidential Election Winner 2024,This is a market on predicting the winner of the 2024 presidential election.,3686335059.0, United States, Presidential,209081.0,No,6.03e+75,0.001,0.001,0.001,2.17e-16,0.0,0.0,0.0,0.001,0.001,0.998,303.0,18.77227723,0.846153846,0.689768977,0.088080169,3.81261302,1931.0,2.945624029,0.027446919,1.380801688,0.128430865,0.014208878,108.2760228,0,1e-06,0.0010005,1.0
Chris Christie,"[""Yes"", ""No""]","[""0"", ""1""]",14192736.35,14192736.35,True,True,"[""27312896015258311102305871640185491718068302146240154758497460598552961305988"", ""47985835438034722961370141592264484856245054083967133255723755707120670593624""]",presidential-election-winner-2024,Presidential Election Winner 2024,This is a market on predicting the winner of the 2024 presidential election.,3686335059.0, United States, Presidential,209081.0,No,2.73e+76,0.001,0.001,0.001,2.17e-16,0.0,0.0,0.0,0.001,0.001,0.998,303.0,19.04290429,0.792482137,0.673267327,0.097920277,4.238549146,2114.0,2.729422895,0.075685904,1.310918544,0.124881741,0.01473155,98.90302744,0,1e-06,0.0010005,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",13006615.35,13006615.35,True,True,"[""90853934420681499918356310492804970703291260135691423527964494819659502096737"", ""49648562193833469318482676102322947687876305074926530770937103605003650878037""]",ohio-us-senate-election-winner,Ohio Senate Election Winner,This is a market on predicting the winner of the Ohio Senate election.,15455997.28, United States, Senate,62.0,No,9.09e+76,0.001,0.001,0.001924479,0.394597084,0.003,0.0,0.0,0.001,0.001,0.998,215.0,68.15348837,1.106829619,0.553488372,0.200095544,6.145791696,4104.0,3.570419103,0.691276803,1.247116631,0.161062378,4.77E-06,0.015107212,0,1e-06,0.0010005,1.0
Kamala Harris,"[""Yes"", ""No""]","[""0"", ""1""]",12960333.14,12960333.14,True,True,"[""96404870680531697292788145333705429762370661278621665925868256650124167091957"", ""67089287271692871221799799486468743524636060540186332703509386944410510992981""]",pennsylvania-presidential-election-winner,Who will win Pennsylvania?,This is a market on predicting the winner of the Pennsylvania presidential election.,33178856.35, United States, Presidential,1490.0,No,9.639999999999999e+76,0.43,0.45,0.425791107,0.075398708,0.16,0.039999999,22.0,0.419999999,0.43,0.14,243.0,59.47325103,1.58117521,0.773662551,0.40714088,14.13360484,4097.0,3.527459116,0.151574323,1.413852754,0.328044911,0.000114966,0.363680742,0,0.1849,0.562118918,1.0
Joe Biden,"[""Yes"", ""No""]","[""0"", ""1""]",12582925.0,12582925.0,True,True,"[""99142454428537584544622121027442998138704969211018679231469566937962407405481"", ""74387253965248062408790655376997458947727940927346197081424539600760059876682""]",presidential-election-popular-vote-winner-2024,Popular Vote Winner 2024,This is a market on predicting the winner of the popular vote in the 2024 presidential election.,628163458.5, United States, Presidential Popular Vote,5184.0,No,9.91e+76,0.001,0.001,0.001,2.18e-16,0.0,0.0,0.0,0.001,0.001,0.998,299.0,47.77257525,0.95003413,0.97993311,0.025133016,1.073538825,3793.0,3.765884524,0.231215397,1.327569308,0.043501186,0.000411987,1.366728183,0,1e-06,0.0010005,1.0
Maine,"[""Yes"", ""No""]","[""0"", ""1""]",12544524.3,12544524.3,True,True,"[""94053993457114475555712405561795508926703709810252365187386727919511761724556"", ""110184620588229871245053690337693878858301282011757814481605019505389204286456""]",us-election-tipping-point-state,Tipping Point State in 2024 Election?,This is a market on which state will be the tipping point in the 2024 U.S. presidential election.,26153232.58, United States, Presidential Tipping Point,128.0,No,9.41e+76,0.004,0.004,0.003735543,0.152893621,0.002,-0.001,0.0,0.002,0.004,0.992,111.0,231.4324324,1.020369642,1.252252252,0.824010277,13.06644867,2533.0,10.14172917,0.570469799,1.335123983,0.335175681,1.02E-05,0.050532965,0,1.6e-05,0.004008021,1.0
Donald Trump,"[""Yes"", ""No""]","[""1"", ""0""]",12519682.45,12519682.45,True,True,"[""75951511934878014812323289513632732239356274541965522720897159608390126393735"", ""80692267952118231579739078214722079301718527753004959099480302005191158711065""]",pennsylvania-presidential-election-winner,Who will win Pennsylvania?,This is a market on predicting the winner of the Pennsylvania presidential election.,33178856.35, United States, Presidential,1490.0,Yes,7.599999999999999e+76,0.569999866,0.559999944,0.571291669,0.062573094,0.21,-0.03,10.0,0.6,0.430000134,0.139999732,243.0,61.33744856,1.965578989,0.716049383,0.489365985,16.98799061,5996.0,2.485823883,0.084723149,1.321704126,0.412608406,0.000119013,0.248498999,1,0.184900115,0.562119153,1.0
CDU/CSU,"[""Yes"", ""No""]","[""1"", ""0""]",11315209.13,11315209.13,True,True,"[""46170718677339495648435492459077367668216793601074770377073078173626671320755"", ""102073669368079455662248607998779400621724038228832004867216736035692981690438""]",germany-parliamentary-election,Germany Parliamentary Election Winner,This is a market on the outcomes and results of the upcoming Germany Parliamentary Election.,134617984.5, Germany, Parliamentary,3252.0,Yes,4.6199999999999996e+76,0.967,0.974,0.965294356,0.006755622,0.028,0.003999988,0.0,0.963999988,0.033,0.934,68.0,704.5882353,1.978305464,1.044117647,0.284333779,2.762099563,13984.0,3.426201373,0.135941076,1.409020705,0.243564073,0.000287401,0.232551487,1,0.001089,0.033556784,1.0
Republicans sweep,"[""Yes"", ""No""]","[""1"", ""0""]",11132803.61,11132803.61,True,True,"[""10057237541929696185971116542487795282113077727880089878027691009747516185940"", ""5221303279467844582975968922199141012019086576325749464715776376494178025469""]",balance-of-power-2024-election,Balance of Power: 2024 Election,This is a market on predictions regarding the balance of power in the 2024 election.,80130774.42, United States, Balance of Power,512.0,Yes,1.01e+76,0.38,0.35,0.381468334,0.103513711,0.15,-0.089999892,0.0,0.38,0.62,0.24,194.0,310.2268041,1.430203917,1.005154639,0.553436129,15.33808701,17919.0,3.358669569,0.232434846,1.351405689,0.505664379,4.60E-05,0.028573023,1,0.3844,0.967584026,0.0
Kamala Harris,"[""Yes"", ""No""]","[""0"", ""1""]",10404102.08,10404102.08,True,True,"[""67987395510317512691808452556846479650140447681921231570668523107587946046381"", ""85882747446059283518997350779572616984413802718247398490010754008042064685948""]",michigan-presidential-election-winner,Who will win Michigan?,This is a market on predicting the winner of the presidential election in Michigan.,28460709.95, United States, Presidential,522.0,No,6.8e+76,0.6,0.61,0.607661228,0.096312431,0.219999999,0.14002208,11.0,0.599999999,0.6,0.2,242.0,195.8181818,1.276846202,0.685950413,0.417173124,14.42227086,14824.0,3.196708041,0.452711819,1.283827129,0.421141392,5.02E-05,0.035213168,0,0.36,0.916290732,0.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",10128418.66,10128418.66,True,True,"[""64970547082044122314358581282478773510082323677156821666082597053930008252692"", ""97804444239027577772816218652006049032177105541071669332591382552865006690590""]",virginia-presidential-election-winner,Virginia Presidential Election Winner,This is a market on predicting the winner of the Virginia presidential election.,20499400.97, United States, Presidential,392.0,No,6.499999999999999e+76,0.001,0.001,0.001,2.17e-16,0.0,0.0,0.0,0.001,0.001,0.998,221.0,58.21266968,1.177555856,0.583710407,0.024018655,0.758303259,3585.0,3.588563459,0.784937238,1.288612515,0.030962343,3.87E-05,0.109344491,0,1e-06,0.0010005,1.0
Bernie Sanders,"[""Yes"", ""No""]","[""0"", ""1""]",9829356.367,9829356.367,True,True,"[""95128817762909535143571435260705470642391662537976312011260538371392879420759"", ""109959771354727569920568814841948349015122530982718955453725874320605174249650""]",presidential-election-winner-2024,Presidential Election Winner 2024,This is a market on predicting the winner of the 2024 presidential election.,3686335059.0, United States, Presidential,209081.0,No,9.51e+76,0.001,0.001,0.001,2.17e-16,0.0,0.0,0.0,0.001,0.001,0.998,303.0,15.53465347,0.809688581,0.679867987,0.108774166,4.708367477,1770.0,2.659322034,0.016384181,1.311238581,0.136723164,0.021271077,118.1248588,0,1e-06,0.0010005,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",9629392.837,9629392.837,True,True,"[""107165618624473388028787482461617476483642008096741624485937939044069027162498"", ""94384304845737450161113541373033885171699002010572263064596462276878695032591""]",michigan-presidential-election-winner,Who will win Michigan?,This is a market on predicting the winner of the presidential election in Michigan.,28460709.95, United States, Presidential,522.0,No,1.0699999999999999e+77,0.001,0.001,0.001,2.17e-16,0.0,0.0,0.0,0.001,0.001,0.998,241.0,92.43983402,1.073143495,0.547717842,0.027111949,0.933425673,4790.0,4.650939457,0.787473904,1.292844959,0.049895616,5.42E-05,0.108977035,0,1e-06,0.0010005,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",9443651.745,9443651.745,True,True,"[""110534593269339350463273442811660619279495115214127663427217902156998777333654"", ""45998530107670657744496564856548050012046823323338669071523066974664634905484""]",illinois-presidential-election-winner,Illinois Presidential Election Winner,This is a market on predicting the winner of the presidential election in Illinois.,9834569.233, United States, Presidential,14.0,No,1.1099999999999999e+77,0.001,0.002,0.001396606,0.233958001,0.008,-0.001999996,0.0,0.001,0.001,0.998,221.0,57.49773756,1.066851008,0.36199095,0.879200441,27.75761391,1165.0,10.90729614,0.359656652,1.28803022,0.533905579,1.48E-06,0.012017167,0,1e-06,0.0010005,1.0
Conor McGregor,"[""Yes"", ""No""]","[""0"", ""1""]",9363171.564,9363171.564,True,True,"[""52966854583050241841563802597287557063172002042089904151014136057699421138603"", ""80487506051978830273534028280198340409062839451472713477847845676674018177268""]",next-prime-minster-of-ireland,Next Prime Minister of Ireland,This is a market on predicting who will be the next Prime Minister of Ireland.,13618946.85, Ireland, Prime Minister,90.0,No,5.2999999999999995e+76,0.001,0.001,0.002514925,0.601148244,0.009,0.0,0.0,0.001,0.001,0.998,16.0,1344.0,1.039260313,3.8125,1.0,2.285714286,930.0,23.12258065,0.101075269,1.193870908,1.0,9.61E-06,0.096774194,0,1e-06,0.0010005,1.0
"R Prez, R Senate, D House","[""Yes"", ""No""]","[""0"", ""1""]",9322470.306,9322470.306,True,True,"[""11928031020017926253137048266138060552390028298132003645967202754777540403459"", ""87951539562016076896642417893567051202212076475120786171617269860001520937378""]",balance-of-power-2024-election,Balance of Power: 2024 Election,This is a market on predictions regarding the balance of power in the 2024 election.,80130774.42, United States, Balance of Power,512.0,No,1.1899999999999999e+76,0.13,0.139999986,0.148181042,0.110895957,0.07,-0.019999987,0.0,0.15,0.13,0.74,194.0,98.41752577,1.637518994,0.912371134,0.600691353,16.64773178,2133.0,8.951242382,0.451945617,1.671188394,0.604781997,5.49E-05,0.240037506,0,0.0169,0.139262067,1.0
Kanye,"[""Yes"", ""No""]","[""0"", ""1""]",9203011.892,9203011.892,True,True,"[""48285207411891694847413807268670593735244327770017422161322089036370055854362"", ""61844668920737118615861173747694492670799904596778544814046771923624799983782""]",presidential-election-winner-2024,Presidential Election Winner 2024,This is a market on predicting the winner of the 2024 presidential election.,3686335059.0, United States, Presidential,209081.0,No,4.8299999999999996e+76,0.001,0.001,0.001,2.17e-16,0.0,0.0,0.0,0.001,0.001,0.998,303.0,14.83168317,0.970188514,0.640264026,0.123943035,5.364962808,1823.0,2.465167307,0.007679649,1.271250556,0.149753154,0.022718758,114.6906199,0,1e-06,0.0010005,1.0
